NTS_TILE, NAME, XMIN_LONG, YMAX_LAT
056B03, " ", -91.5, 64.25
056B04, " ", -92, 64.25
056B05, " ", -92, 64.5
056B06, " ", -91.5, 64.5
056B07, " ", -91, 64.5
056B08, " ", -90.5, 64.5
056B09, " ", -90.5, 64.75
056B10, "Hazard Hills", -91, 64.75
056B11, " ", -91.5, 64.75
056B12, " ", -92, 64.75
056B13, " ", -92, 65
056B14, " ", -91.5, 65
056B15, " ", -91, 65
056B16, " ", -90.5, 65
056C01, " ", -92.5, 64.25
056C02, "Kummel Lake", -93, 64.25
056C03, " ", -93.5, 64.25
056C04, "St Clair Falls", -94, 64.25
056C05, " ", -94, 64.5
056C06, " ", -93.5, 64.5
056C07, " ", -93, 64.5
056C08, "Fehet Lake", -92.5, 64.5
056C09, " ", -92.5, 64.75
056C10, " ", -93, 64.75
056C11, " ", -93.5, 64.75
056C12, " ", -94, 64.75
056C13, " ", -94, 65
056C14, "Lunan Lake", -93.5, 65
056C15, " ", -93, 65
056C16, " ", -92.5, 65
056D01, "Rio Island", -94.5, 64.25
056D02, "Christopher Island", -95, 64.25
056D03, "Tanataluk Islands", -95.5, 64.25
056D04, "Big Hips Island", -96, 64.25
056D05, "Akilahaarjuk Mtn", -96, 64.5
056D06, "Evitarulik Lake", -95.5, 64.5
056D07, " ", -95, 64.5
056D08, " ", -94.5, 64.5
056D09, " ", -94.5, 64.75
056D10, " ", -95, 64.75
056D11, "Kingaruugnak Hill", -95.5, 64.75
056D12, "Whitehills Lake", -96, 64.75
056D13, "Tehek Lake", -96, 65
056D14, " ", -95.5, 65
056D15, " ", -95, 65
056D16, " ", -94.5, 65
056E01, " ", -94.5, 65.25
056E02, " ", -95, 65.25
056E03, " ", -95.5, 65.25
056E04, " ", -96, 65.25
056E05, " ", -96, 65.5
056E06, " ", -95.5, 65.5
056E07, " ", -95, 65.5
056E08, " ", -94.5, 65.5
056E09, " ", -94.5, 65.75
056E10, " ", -95, 65.75
056E11, " ", -95.5, 65.75
056E12, "Nanau Lake", -96, 65.75
056E13, " ", -96, 66
056E14, " ", -95.5, 66
056E15, " ", -95, 66
056E16, " ", -94.5, 66
056F01, " ", -92.5, 65.25
056F02, " ", -93, 65.25
056F03, " ", -93.5, 65.25
056F04, " ", -94, 65.25
056F05, " ", -94, 65.5
056F06, " ", -93.5, 65.5
056F07, " ", -93, 65.5
056F08, " ", -92.5, 65.5
056F09, " ", -92.5, 65.75
056F10, " ", -93, 65.75
056F11, " ", -93.5, 65.75
056F12, " ", -94, 65.75
056F13, " ", -94, 66
056F14, " ", -93.5, 66
056F15, " ", -93, 66
056F16, " ", -92.5, 66
056G01, " ", -90.5, 65.25
056G02, " ", -91, 65.25
056G03, " ", -91.5, 65.25
056G04, " ", -92, 65.25
056G05, " ", -92, 65.5
056G06, " ", -91.5, 65.5
056G07, " ", -91, 65.5
056G08, " ", -90.5, 65.5
056G09, " ", -90.5, 65.75
056G10, " ", -91, 65.75
056G11, " ", -91.5, 65.75
056G12, " ", -92, 65.75
056G13, " ", -92, 66
056G14, " ", -91.5, 66
056G15, " ", -91, 66
056G16, "Reversing Falls", -90.5, 66
056H01, " ", -88.5, 65.25
056H02, " ", -89, 65.25
056H03, " ", -89.5, 65.25
056H04, " ", -90, 65.25
056H05, " ", -90, 65.5
056H06, " ", -89.5, 65.5
056H07, " ", -89, 65.5
056H08, "Nuvudlik Island", -88.5, 65.5
056H09, "Ibjuriktuq Island", -88.5, 65.75
056H10, "Tikilak Point", -89, 65.75
056H11, " ", -89.5, 65.75
056H12, " ", -90, 65.75
056H13, "Bennett Bay", -90, 66
056H14, "Aiqqujat Islands", -89.5, 66
056H15, " ", -89, 66
056H16, " ", -88.5, 66
056I01, " ", -88.5, 66.25
056I02, " ", -89, 66.25
056I03, " ", -89.5, 66.25
056I04, " ", -90, 66.25
056I05, " ", -90, 66.5
056I06, " ", -89.5, 66.5
056I07, " ", -89, 66.5
056I08, " ", -88.5, 66.5
056I09, " ", -88.5, 66.75
056I10, " ", -89, 66.75
056I11, " ", -89.5, 66.75
056I12, " ", -90, 66.75
056I13, " ", -90, 67
056I14, " ", -89.5, 67
056I15, " ", -89, 67
056I16, " ", -88.5, 67
056J01, " ", -90.5, 66.25
056J02, " ", -91, 66.25
056J03, " ", -91.5, 66.25
056J04, " ", -92, 66.25
056J05, " ", -92, 66.5
056J06, " ", -91.5, 66.5
056J07, " ", -91, 66.5
056J08, " ", -90.5, 66.5
056J09, " ", -90.5, 66.75
056J10, " ", -91, 66.75
056J11, " ", -91.5, 66.75
056J12, " ", -92, 66.75
056J13, " ", -92, 67
056J14, " ", -91.5, 67
056J15, " ", -91, 67
056J16, " ", -90.5, 67
056K01, " ", -92.5, 66.25
056K02, " ", -93, 66.25
056K03, " ", -93.5, 66.25
056K04, " ", -94, 66.25
056K05, " ", -94, 66.5
056K06, " ", -93.5, 66.5
056K07, " ", -93, 66.5
056K08, " ", -92.5, 66.5
056K09, " ", -92.5, 66.75
056K10, " ", -93, 66.75
056K11, " ", -93.5, 66.75
056K12, " ", -94, 66.75
056K13, " ", -94, 67
056K14, " ", -93.5, 67
056K15, " ", -93, 67
056K16, " ", -92.5, 67
056L01, "Snow Bunting Lake", -94.5, 66.25
056L02, " ", -95, 66.25
056L03, " ", -95.5, 66.25
056L04, " ", -96, 66.25
056L05, " ", -96, 66.5
056L06, " ", -95.5, 66.5
056L07, " ", -95, 66.5
056L08, " ", -94.5, 66.5
056L09, " ", -94.5, 66.75
056L10, " ", -95, 66.75
056L11, " ", -95.5, 66.75
056L12, "Mckay Peak", -96, 66.75
056L13, " ", -96, 67
056L14, " ", -95.5, 67
056L15, " ", -95, 67
056L16, " ", -94.5, 67
056M01, " ", -94.5, 67.25
056M02, " ", -95, 67.25
056M03, "Madam Daly Lake", -95.5, 67.25
056M04, " ", -96, 67.25
056M05, " ", -96, 67.5
056M06, "Victoria Headland", -95.5, 67.5
056M07, " ", -95, 67.5
056M08, " ", -94.5, 67.5
056M09, " ", -94.5, 67.75
056M10, " ", -95, 67.75
056M11, " ", -95.5, 67.75
056M12, " ", -96, 67.75
056M13, " ", -96, 68
056M14, " ", -95.5, 68
056M15, " ", -95, 68
056M16, " ", -94.5, 68
056N01, " ", -92.5, 67.25
056N02, " ", -93, 67.25
056N03, " ", -93.5, 67.25
056N04, " ", -94, 67.25
056N05, " ", -94, 67.5
056N06, " ", -93.5, 67.5
056N07, " ", -93, 67.5
056N08, " ", -92.5, 67.5
056N09, " ", -92.5, 67.75
056N10, " ", -93, 67.75
056N11, " ", -93.5, 67.75
056N12, " ", -94, 67.75
056N13, " ", -94, 68
056N14, " ", -93.5, 68
056N15, " ", -93, 68
056N16, " ", -92.5, 68
056O01, " ", -90.5, 67.25
056O02, " ", -91, 67.25
056O03, " ", -91.5, 67.25
056O04, " ", -92, 67.25
056O05, " ", -92, 67.5
056O06, " ", -91.5, 67.5
056O07, " ", -91, 67.5
056O08, " ", -90.5, 67.5
056O09, " ", -90.5, 67.75
056O10, "Frost Lake", -91, 67.75
056O11, " ", -91.5, 67.75
056O12, " ", -92, 67.75
056O13, " ", -92, 68
056O14, " ", -91.5, 68
056O15, " ", -91, 68
056O16, " ", -90.5, 68
056P01, " ", -88.5, 67.25
056P02, " ", -89, 67.25
056P03, " ", -89.5, 67.25
056P04, " ", -90, 67.25
056P05, " ", -90, 67.5
056P06, " ", -89.5, 67.5
056P07, " ", -89, 67.5
056P08, " ", -88.5, 67.5
056P09, "Cape Weynton", -88.5, 67.75
056P10, " ", -89, 67.75
056P11, " ", -89.5, 67.75
056P12, " ", -90, 67.75
056P13, " ", -90, 68
056P14, " ", -89.5, 68
056P15, " ", -89, 68
056P16, "Ujarattaak Point", -88.5, 68
057A01, "Mount Mactavish", -89, 68.25
057A02, "Cameron Lake", -90, 68.25
057A03, " ", -91, 68.25
057A04, " ", -92, 68.25
057A05, " ", -92, 68.5
057A06, "De Stael Point", -91, 68.5
057A07, "Barrow Lake", -90, 68.5
057A08, "Keith Bay", -89, 68.5
057A09, " ", -89, 68.75
057A10, "Login Bay", -90, 68.75
057A11, "Becher River", -91, 68.75
057A12, "Euphemia Hill", -92, 68.75
057A13, "Burwash Lake", -92, 69
057A14, " ", -91, 69
057A15, " ", -90, 69
057A16, " ", -89, 69
057B01, "Murchison Lake", -93, 68.25
057B02, " ", -94, 68.25
057B03, " ", -95, 68.25
057B04, "Cape Britannia", -96, 68.25
057B05, "Hovgaard Islands", -96, 68.5
057B06, "Cape Selkirk", -95, 68.5
057B07, "Castor And Pollux R", -94, 68.5
057B08, " ", -93, 68.5
057B09, "Frances Hill", -93, 68.75
057B10, "Inglis River", -94, 68.75
057B11, "Brenda Island", -95, 68.75
057B12, "Gjoa Haven", -96, 68.75
057B13, "Gibson Peninsula", -96, 69
057B14, "Beads Island", -95, 69
057B15, "Kate Hill", -94, 69
057B16, " ", -93, 69
057C01, "Lady Melville Lake", -93, 69.25
057C02, " ", -94, 69.25
057C03, "Cape Porter", -95, 69.25
057C04, "Latrobe Bay", -96, 69.25
057C05, "Cape Hardy", -96, 69.5
057C06, "Cape Farrar", -95, 69.5
057C07, "Cape Isabella", -94, 69.5
057C08, " ", -93, 69.5
057C09, "Sagvak Inlet", -93, 69.75
057C10, "Stanners Harbour", -94, 69.75
057C11, "Artists Bay", -95, 69.75
057C12, "Cape Maria Da Gloria", -96, 69.75
057C13, "Oscar Bay", -96, 70
057C14, "Garry Falls", -95, 70
057C15, "Peregrine Bluff", -94, 70
057C16, "Felix Harbour", -93, 70
057D01, " ", -89, 69.25
057D02, "Hill Point", -90, 69.25
057D03, "Cape Berens", -91, 69.25
057D04, " ", -92, 69.25
057D05, " ", -92, 69.5
057D06, " ", -91, 69.5
057D07, "Part Of 057D02", -90, 69.5
057D11, "Kull Island", -91, 69.75
057D12, "Ross Peninsula", -92, 69.75
057D13, "Pearson Island", -92, 70
057E03, "Lady Parry Island", -91, 70.25
057E04, "Coutts Lindsay Is", -92, 70.25
057E05, "Lax Island", -92, 70.5
057E08, " ", -89, 70.5
057E09, " ", -89, 70.75
057E10, " ", -90, 70.75
057E12, "Part Of 057E05", -92, 70.75
057E15, " ", -90, 71
057E16, " ", -89, 71
057F01, " ", -93, 70.25
057F02, "Tukingayuk Lake", -94, 70.25
057F03, " ", -95, 70.25
057F04, " ", -96, 70.25
057F05, " ", -96, 70.5
057F06, " ", -95, 70.5
057F07, " ", -94, 70.5
057F08, " ", -93, 70.5
057F09, "Elizabeth Harbour", -93, 70.75
057F10, " ", -94, 70.75
057F11, " ", -95, 70.75
057F12, " ", -96, 70.75
057F13, " ", -96, 71
057F14, " ", -95, 71
057F15, " ", -94, 71
057F16, "Abernethy Bay", -93, 71
057G01, "Moltke Bay", -93, 71.25
057G02, " ", -94, 71.25
057G03, " ", -95, 71.25
057G04, " ", -96, 71.25
057G05, "Reid Point", -96, 71.5
057G06, " ", -95, 71.5
057G07, "Port Logan", -94, 71.5
057G08, "Part Of 057G07", -93, 71.5
057G10, "Babbage Bay", -94, 71.75
057G11, "Nudlukta Lake", -95, 71.75
057G12, "Cape Maguire", -96, 71.75
057G13, " ", -96, 72
057G14, " ", -95, 72
057G15, "Murray Bay", -94, 72
057H01, " ", -89, 71.25
057H02, " ", -90, 71.25
057H07, " ", -90, 71.5
057H08, " ", -89, 71.5
057H09, " ", -89, 71.75
057H10, " ", -90, 71.75
057H11, " ", -91, 71.75
057H14, " ", -91, 72
057H15, " ", -90, 72
057H16, " ", -89, 72
058A01, " ", -89, 72.25
058A02, " ", -90, 72.25
058A03, " ", -91, 72.25
058A07, " ", -90, 72.5
058A08, " ", -89, 72.5
058A09, " ", -89, 72.75
058A10, " ", -90, 72.75
058A13, "Fury Beach", -92, 73
058A15, " ", -90, 73
058A16, " ", -89, 73
058B02, "Part Of 058B03", -94, 72.25
058B03, "Hazard Inlet", -95, 72.25
058B04, "De La Roquette Is", -96, 72.25
058B05, " ", -96, 72.5
058B06, "Lang River", -95, 72.5
058B07, "Fearnall Bay", -94, 72.5
058B09, "Fury Point", -93, 72.75
058B10, "Idlout Point", -94, 72.75
058B11, "Union River", -95, 72.75
058B12, "Otrick Island", -96, 72.75
058B13, "Cape Coulman", -96, 73
058B14, "Kuksik River", -95, 73
058B15, "Pingualuk Hill", -94, 73
058B16, "Putulik Canyon", -93, 73
058C01, " ", -93, 73.25
058C02, " ", -94, 73.25
058C03, " ", -95, 73.25
058C04, "Howe Harbour", -96, 73.25
058C05, "Birmingham Bay", -96, 73.5
058C06, " ", -95, 73.5
058C07, " ", -94, 73.5
058C08, " ", -93, 73.5
058C09, " ", -93, 73.75
058C10, " ", -94, 73.75
058C11, "Aston River", -95, 73.75
058C12, "M'clure Bay", -96, 73.75
058C13, "Pressure Point", -96, 74
058C14, "Donner River", -95, 74
058C15, " ", -94, 74
058C16, "Garner River", -93, 74
058D01, " ", -89, 73.25
058D02, " ", -90, 73.25
058D04, "Two Rivers Bay", -92, 73.25
058D05, "Mount Rosamond", -92, 73.5
058D06, "Part Of 058D05", -91, 73.5
058D07, "Part Of 058D08 Map", -90, 73.5
058D08, "Jackson Inlet", -89, 73.5
058D09, " ", -89, 73.75
058D11, "Elwin Bay", -91, 73.75
058D12, "North Elwin River", -92, 73.75
058D13, " ", -92, 74
058D14, "Port Leopold", -91, 74
058D15, "Part Of 058E03", -90, 74
058E02, "Part Of 058E03", -90, 74.25
058E03, "Prince Leopold Is", -91, 74.25
058E04, "C Admiral Mcclintock", -92, 74.25
058E08, "Graham Harbour", -89, 74.5
058E09, "Cape Donnett", -89, 74.75
058E10, "C William Herschel", -90, 74.75
058E11, "Cape Eardley Wilmot", -91, 74.75
058E12, "Gascoyne Inlet", -92, 74.75
058E13, "Mount Coffey", -92, 75
058E14, "Drover Lake", -91, 75
058E15, "Custance Inlet", -90, 75
058E16, "Ryder Inlet", -89, 75
058F01, "Irvine Bay", -93, 74.25
058F02, "Cunningham Inlet", -94, 74.25
058F03, "Cape Anne", -95, 74.25
058F04, "Limestone Island", -96, 74.25
058F05, "Part Of 058F12 Map", -96, 74.5
058F10, "Cape Hotham", -94, 74.75
058F11, Resolute, -95, 74.75
058F12, "Griffith Island", -96, 74.75
058F13, "Becher Bay", -96, 75
058F14, "Bacon River", -95, 75
058F15, "Shellabear Creek", -94, 75
058F16, "Innes Point", -93, 75
058G01, "Griffin Inlet", -93, 75.25
058G02, "Separation Point", -94, 75.25
058G03, " ", -95, 75.25
058G04, "Ward River", -96, 75.25
058G05, "Rookery Creek", -96, 75.5
058G06, "Eleanor River", -95, 75.5
058G07, "Helen Haven", -94, 75.5
058G08, "Macormick Bay", -93, 75.5
058G09, "Baring Bay", -93, 75.75
058G11, "Maury Channel", -95, 75.75
058G12, "Houston Stewart Is", -96, 75.75
058G13, "Baring Island", -96, 76
058G14, "Baillie-Hamilton Is", -95, 76
058G16, "Owen Point", -93, 76
058H01, " ", -89, 75.25
058H02, " ", -90, 75.25
058H03, " ", -91, 75.25
058H04, " ", -92, 75.25
058H05, " ", -92, 75.5
058H06, " ", -91, 75.5
058H07, "Haughton Dome", -90, 75.5
058H08, " ", -89, 75.5
058H09, "Skruis Point", -89, 75.75
058H10, " ", -90, 75.75
058H11, " ", -91, 75.75
058H12, "Providence Mountain", -92, 75.75
058H13, " ", -92, 76
058H14, " ", -91, 76
058H15, "Sandhook Bay", -90, 76
059A02, " ", -90, 76.25
059A03, " ", -91, 76.25
059A04, " ", -92, 76.25
059A05, " ", -92, 76.5
059A06, "Cape Arundell", -91, 76.5
059A07, "Bay Of Woe", -90, 76.5
059A08, "Olsen Island", -89, 76.5
059A09, " ", -89, 76.75
059A10, "Hell Gate", -90, 76.75
059A11, "Cardigan Strait", -91, 76.75
059A12, " ", -92, 76.75
059A14, "Cape Burgoyne", -91, 77
059A15, "Lands End", -90, 77
059A16, " ", -89, 77
059B01, " ", -93, 76.25
059B02, " ", -94, 76.25
059B03, "Margaret Island", -95, 76.25
059B04, "Pioneer Channel", -96, 76.25
059B05, "Inglis Bay", -96, 76.5
059B06, " ", -95, 76.5
059B07, " ", -94, 76.5
059B08, " ", -93, 76.5
059B09, " ", -93, 76.75
059B10, " ", -94, 76.75
059B11, " ", -95, 76.75
059B12, " ", -96, 76.75
059B13, " ", -96, 77
059B14, " ", -95, 77
059B15, " ", -94, 77
059C04, " ", -96, 77.25
059C05, " ", -96, 77.5
059C06, " ", -95, 77.5
059C07, " ", -94, 77.5
059C10, " ", -94, 77.75
059C11, " ", -95, 77.75
059C12, " ", -96, 77.75
059C13, " ", -96, 78
059C14, " ", -95, 78
059C15, " ", -94, 78
059D01, " ", -89, 77.25
059D02, "Part Of 059D03 Map", -90, 77.25
059D03, "Mount Windsor", -91, 77.25
059D04, "Part Of 059D03 Map", -92, 77.25
059D05, "Part Of 059D06 Map", -92, 77.5
059D06, " ", -91, 77.5
059D07, "Part Of 059D06 Map", -90, 77.5
059D09, " ", -89, 77.75
059D10, "Part Of 059D11 Map", -90, 77.75
059D11, " ", -91, 77.75
059D12, "Part Of 059D11 Map", -92, 77.75
059D16, " ", -89, 78
059E01, " ", -89, 78.25
059E02, " ", -90, 78.25
059E03, " ", -91, 78.25
059E04, " ", -92, 78.25
059E05, " ", -92, 78.5
059E06, " ", -91, 78.5
059E07, " ", -90, 78.5
059E08, " ", -89, 78.5
059E09, " ", -89, 78.75
059E10, " ", -90, 78.75
059E11, " ", -91, 78.75
059E12, " ", -92, 78.75
059E13, " ", -92, 79
059E14, " ", -91, 79
059E15, " ", -90, 79
059E16, " ", -89, 79
059F01, " ", -93, 78.25
059F03, "Haig-Thomas Island", -95, 78.25
059F04, " ", -96, 78.25
059F05, "Structural River", -96, 78.5
059F06, " ", -95, 78.5
059F08, " ", -93, 78.5
059F09, " ", -93, 78.75
059F10, " ", -94, 78.75
059F12, "Part Of 059F05", -96, 78.75
059F14, " ", -95, 79
059F15, " ", -94, 79
059F16, " ", -93, 79
059G01, " ", -93, 79.25
059G02, " ", -94, 79.25
059G03, " ", -95, 79.25
059G05, " ", -96, 79.5
059G06, " ", -95, 79.5
059G07, " ", -94, 79.5
059G08, " ", -93, 79.5
059G09, " ", -93, 79.75
059G10, " ", -94, 79.75
059G11, " ", -95, 79.75
059G12, " ", -96, 79.75
059G13, " ", -96, 80
059G14, " ", -95, 80
059G15, " ", -94, 80
059G16, " ", -93, 80
059H01, " ", -89, 79.25
059H02, " ", -90, 79.25
059H03, " ", -91, 79.25
059H04, " ", -92, 79.25
059H05, " ", -92, 79.5
059H06, " ", -91, 79.5
059H07, " ", -90, 79.5
059H08, " ", -89, 79.5
059H09, " ", -89, 79.75
059H10, " ", -90, 79.75
059H11, " ", -91, 79.75
059H12, " ", -92, 79.75
059H13, " ", -92, 80
059H14, " ", -91, 80
059H15, " ", -90, 80
059H16, " ", -89, 80
062E01, Oxbow, -102.5, 49.25
062E02, Estevan, -103, 49.25
062E03, Hitchcock, -103.5, 49.25
062E04, Bromhead, -104, 49.25
062E05, Goodwater, -104, 49.5
062E06, Midale, -103.5, 49.5
062E07, Lampman, -103, 49.5
062E08, Alameda, -102.5, 49.5
062E09, Carlyle, -102.5, 49.75
062E10, Kisbey, -103, 49.75
062E11, Stoughton, -103.5, 49.75
062E12, Weyburn, -104, 49.75
062E13, Talmage, -104, 50
062E14, Fillmore, -103.5, 50
062E15, Handsworth, -103, 50
062E16, Dumas, -102.5, 50
062F01, Deloraine, -100.5, 49.25
062F02, Waskada, -101, 49.25
062F03, Gainsborough, -101.5, 49.25
062F04, Carnduff, -102, 49.25
062F05, Alida, -102, 49.5
062F06, Tilston, -101.5, 49.5
062F07, Hartney, -101, 49.5
062F08, Elgin, -100.5, 49.5
062F09, Souris, -100.5, 49.75
062F10, Pipestone, -101, 49.75
062F11, Reston, -101.5, 49.75
062F12, Redvers, -102, 49.75
062F13, Maryfield, -102, 50
062F14, Elkhorn, -101.5, 50
062F15, Virden, -101, 50
062F16, Alexander, -100.5, 50
062G01, Morden, -98.5, 49.25
062G02, "Pilot Mound", -99, 49.25
062G03, Holmfield, -99.5, 49.25
062G04, Killarney, -100, 49.25
062G05, Dunrea, -100, 49.5
062G06, Baldur, -99.5, 49.5
062G07, Somerset, -99, 49.5
062G08, Miami, -98.5, 49.5
062G09, "St Claude", -98.5, 49.75
062G10, Treherne, -99, 49.75
062G11, Glenboro, -99.5, 49.75
062G12, Wawanesa, -100, 49.75
062G13, Brandon, -100, 50
062G14, Carberry, -99.5, 50
062G15, Macgregor, -99, 50
062G16, "Portage La Prairie", -98.5, 50
062H01, Sundown, -96.5, 49.25
062H02, Tolstoi, -97, 49.25
062H03, Emerson, -97.5, 49.25
062H04, Altona, -98, 49.25
062H05, Roland, -98, 49.5
062H06, Morris, -97.5, 49.5
062H07, "St Malo", -97, 49.5
062H08, Marchand, -96.5, 49.5
062H09, Richer, -96.5, 49.75
062H10, "Ste Anne", -97, 49.75
062H11, "St Adolphe", -97.5, 49.75
062H12, Brunkild, -98, 49.75
062H13, Elie, -98, 50
062H14, Winnipeg, -97.5, 50
062H15, Dugald, -97, 50
062H16, Vivian, -96.5, 50
062I01, Molson, -96.5, 50.25
062I02, Selkirk, -97, 50.25
062I03, Stonewall, -97.5, 50.25
062I04, Warren, -98, 50.25
062I05, "St Laurent", -98, 50.5
062I06, Teulon, -97.5, 50.5
062I07, "Netley Marsh", -97, 50.5
062I08, "Lac Du Bonnet", -96.5, 50.5
062I09, "Pine Falls", -96.5, 50.75
062I10, "Victoria Beach", -97, 50.75
062I11, Fraserwood, -97.5, 50.75
062I12, Narcisse, -98, 50.75
062I13, Poplarfield, -98, 51
062I14, Arborg, -97.5, 51
062I15, Riverton, -97, 51
062I16, "Black River", -96.5, 51
062J01, Macdonald, -98.5, 50.25
062J02, Gladstone, -99, 50.25
062J03, Neepawa, -99.5, 50.25
062J04, "Moore Park", -100, 50.25
062J05, Clanwilliam, -100, 50.5
062J06, Arden, -99.5, 50.5
062J07, Langruth, -99, 50.5
062J08, "St Ambroise", -98.5, 50.5
062J09, Lundar, -98.5, 50.75
062J10, Amaranth, -99, 50.75
062J11, Glenella, -99.5, 50.75
062J12, Wasagaming, -100, 50.75
062J13, Laurier, -100, 51
062J14, Mccreary, -99.5, 51
062J15, Alonsa, -99, 51
062J16, Eriksdale, -98.5, 51
062K01, Rivers, -100.5, 50.25
062K02, Hamiota, -101, 50.25
062K03, Miniota, -101.5, 50.25
062K04, Moosomin, -102, 50.25
062K05, Rocanville, -102, 50.5
062K06, Birtle, -101.5, 50.5
062K07, "Shoal Lake", -101, 50.5
062K08, Newdale, -100.5, 50.5
062K09, Elphinstone, -100.5, 50.75
062K10, Rossburn, -101, 50.75
062K11, Binscarth, -101.5, 50.75
062K12, "Spy Hill", -102, 50.75
062K13, Langenburg, -102, 51
062K14, Inglis, -101.5, 51
062K15, "Glen Elmo", -101, 51
062K16, "Whitewater Lake", -100.5, 51
062L01, Langbank, -102.5, 50.25
062L02, Kipling, -103, 50.25
062L03, Montmartre, -103.5, 50.25
062L04, Francis, -104, 50.25
062L05, Odessa, -104, 50.5
062L06, Wolseley, -103.5, 50.5
062L07, Grenfell, -103, 50.5
062L08, Whitewood, -102.5, 50.5
062L09, Esterhazy, -102.5, 50.75
062L10, "Crooked Lake", -103, 50.75
062L11, Lemberg, -103.5, 50.75
062L12, "Indian Head", -104, 50.75
062L13, "Fort Qu'appelle", -104, 51
062L14, Lorlie, -103.5, 51
062L15, Melville, -103, 51
062L16, Bredenbury, -102.5, 51
062M01, Yorkton, -102.5, 51.25
062M02, Willowbrook, -103, 51.25
062M03, Goodeve, -103.5, 51.25
062M04, Jasmin, -104, 51.25
062M05, Kelliher, -104, 51.5
062M06, Parkerview, -103.5, 51.5
062M07, Springside, -103, 51.5
062M08, Rhein, -102.5, 51.5
062M09, Canora, -102.5, 51.75
062M10, Buchanan, -103, 51.75
062M11, Sheho, -103.5, 51.75
062M12, "Foam Lake", -104, 51.75
062M13, Wadena, -104, 52
062M14, Margo, -103.5, 52
062M15, Preeceville, -103, 52
062M16, Norquay, -102.5, 52
062N01, Dauphin, -100.5, 51.25
062N02, Grandview, -101, 51.25
062N03, Roblin, -101.5, 51.25
062N04, Calder, -102, 51.25
062N05, Togo, -102, 51.5
062N06, "Burrows Lake", -101.5, 51.5
062N07, "Baldy Mountain", -101, 51.5
062N08, Sifton, -100.5, 51.5
062N09, Garland, -100.5, 51.75
062N10, "Singush Lake", -101, 51.75
062N11, "Childs Lake", -101.5, 51.75
062N12, Kamsack, -102, 51.75
062N13, Arran, -102, 52
062N14, Durban, -101.5, 52
062N15, "Pine River", -101, 52
062N16, "Sagemace Bay", -100.5, 52
062O01, Ashern, -98.5, 51.25
062O02, "Ebb And Flow Lake", -99, 51.25
062O03, "Lonely Lake", -99.5, 51.25
062O04, "Ochre River", -100, 51.25
062O05, Rorketon, -100, 51.5
062O06, Cayer, -99.5, 51.5
062O07, "Steep Rock", -99, 51.5
062O08, Moosehorn, -98.5, 51.5
062O09, "Lake St Martin", -98.5, 51.75
062O10, Fairford, -99, 51.75
062O11, "Crane Bay", -99.5, 51.75
062O12, Winnipegosis, -100, 51.75
062O13, Skownan, -100, 52
062O14, "Proulx Lake", -99.5, 52
062O15, Gypsumville, -99, 52
062O16, "Dauphin River", -98.5, 52
062P01, "English Brook", -96.5, 51.25
062P02, "Gull Harbour", -97, 51.25
062P03, Shorncliffe, -97.5, 51.25
062P04, Hodgson, -98, 51.25
062P05, Harwill, -98, 51.5
062P06, "Fisher River", -97.5, 51.5
062P07, "Anderson Point", -97, 51.5
062P08, "Shallow Lake", -96.5, 51.5
062P09, "Minago Creek", -96.5, 51.75
062P10, "Pine Dock", -97, 51.75
062P11, "Lake St Andrew", -97.5, 51.75
062P12, "Howe Lake", -98, 51.75
062P13, "Poplar Point", -98, 52
062P14, Jackhead, -97.5, 52
062P15, "Princess Harbour", -97, 52
062P16, "Magnusson Lake", -96.5, 52
063A01, "Short Lake", -96.5, 52.25
063A02, "Catfish Lake", -97, 52.25
063A03, "Commissioner Island", -97.5, 52.25
063A04, "Lynx Bay", -98, 52.25
063A05, "Johnsons Harbour", -98, 52.5
063A06, "Berens River", -97.5, 52.5
063A07, "Seventeen Mile Lake", -97, 52.5
063A08, "One Hole Lake", -96.5, 52.5
063A09, "Wrong Lake", -96.5, 52.75
063A10, "Bull Lake", -97, 52.75
063A11, "Mossy Point", -97.5, 52.75
063A12, "Part Of 063A05", -98, 52.75
063A13, "George Island", -98, 53
063A14, "Marchand Creek", -97.5, 53
063A15, "Pickerel Bay", -97, 53
063A16, "Wekinna Lake", -96.5, 53
063B01, "Clarks Point", -98.5, 52.25
063B02, "Pine Lake", -99, 52.25
063B03, "Archies Lake", -99.5, 52.25
063B04, "Chisaki Lake", -100, 52.25
063B05, "Sisters Islands", -100, 52.5
063B06, "Chitek Lake", -99.5, 52.5
063B07, "Reedy Lake", -99, 52.5
063B08, "Reindeer Harbour", -98.5, 52.5
063B09, "Part Of 063B08", -98.5, 52.75
063B10, "Kitching Point", -99, 52.75
063B11, "Sisib Lake", -99.5, 52.75
063B12, "Point Laronde", -100, 52.75
063B13, "Denbeigh Point", -100, 53
063B14, "Katimik Lake", -99.5, 53
063B15, "Wicked Point", -99, 53
063B16, "Part Of 063B15", -98.5, 53
063C01, "Duck Bay", -100.5, 52.25
063C02, Renwer, -101, 52.25
063C03, "Swan River", -101.5, 52.25
063C04, "Thunder Hill", -102, 52.25
063C05, "Townsend Lake", -102, 52.5
063C06, "Birch River", -101.5, 52.5
063C07, Lenswood, -101, 52.5
063C08, "Magnolia Lake", -100.5, 52.5
063C09, "Kircro Lake", -100.5, 52.75
